order_id,customer_id,order_date,status,channel
1751,354,2024-03-23,returned,web
1870,52,2026-05-10,cancelled,web
1147,334,2024-05-17,completed,partner
1188,291,2024-01-15,completed,partner
3023,157,2026-04-11,completed,store
5478,253,2026-01-26,completed,mobile
1345,387,2024-02-14,returned,mobile
4179,3,2025-03-29,completed,mobile
5396,418,2025-12-04,completed,store
5319,496,2026-02-19,completed,mobile
5877,249,2025-11-14,completed,store
1127,472,2024-08-19,completed,mobile
5347,227,2026-04-03,completed,mobile
1739,209,2025-03-14,shipped,web
4920,338,2025-11-09,completed,mobile
5251,452,2024-08-18,completed,store
2316,71,2025-01-20,completed,store
3666,33,2024-09-20,completed,web
1133,412,2025-09-27,completed,web
5023,,2024-04-16,completed,mobile
3976,299,2026-02-27,completed,web
1384,265,2024-03-21,returned,store
4396,130,2026-04-20,completed,web
3704,132,2026-01-16,shipped,web
1513,24,2024-01-09,completed,mobile
4811,455,2024-12-23,completed,mobile
2543,365,2026-05-27,completed,web
5816,387,2025-06-14,completed,web
2764,78,2025-04-22,completed,mobile
2878,329,2025-04-18,completed,web
1732,438,2025-01-17,completed,mobile
2847,58,2025-07-20,shipped,web
5627,419,2024-04-12,completed,mobile
3498,300,2024-08-06,completed,store
2265,312,2026-04-08,shipped,web
3734,462,2024-01-21,completed,partner
5098,469,2024-06-25,cancelled,mobile
4145,173,2025-02-08,cancelled,web
4322,145,2024-03-25,returned,web
4328,305,2025-05-19,completed,partner
2588,442,2025-01-15,completed,partner
3889,166,2024-03-05,completed,web
3081,184,2024-10-13,returned,store
5157,412,2025-09-04,completed,mobile
5410,333,2024-07-25,cancelled,mobile
4456,386,2024-02-05,completed,web
1290,251,2025-12-18,completed,mobile
4585,447,2024-03-19,completed,web
5349,461,2025-12-27,completed,web
2154,361,2024-10-29,completed,mobile
3805,324,2025-06-18,cancelled,store
4077,,2024-09-14,completed,mobile
3758,136,2026-05-04,returned,mobile
5302,,2026-04-12,cancelled,mobile
5789,23,2025-08-13,returned,partner
5867,122,2025-03-10,completed,web
1649,86,2024-03-20,returned,store
3944,477,2024-10-08,completed,partner
4167,182,2025-09-05,returned,web
1285,53,2025-12-03,completed,web
2852,41,2024-03-27,completed,web
4131,295,2024-12-29,completed,store
1240,306,2024-12-12,completed,partner
1900,310,2026-01-27,returned,web
2280,143,2025-02-13,shipped,store
4036,290,2024-11-05,completed,mobile
5498,230,2025-01-16,completed,mobile
5228,126,2024-05-04,completed,web
1097,300,2026-05-14,completed,web
1485,487,2025-08-19,completed,web
3953,466,2025-07-08,completed,partner
1254,122,2025-11-21,shipped,mobile
4733,494,2025-12-09,completed,mobile
5048,423,2024-03-20,completed,partner
1674,354,2025-04-01,completed,web
4280,384,2024-03-05,returned,mobile
1181,28,2024-06-03,completed,web
4008,308,2025-08-07,completed,web
4223,101,2025-12-03,returned,partner
2329,38,2026-04-11,cancelled,mobile
3228,444,2026-01-20,completed,web
4310,203,2026-05-20,completed,mobile
2816,422,2026-01-03,shipped,web
4826,260,2025-03-17,completed,store
2656,159,2025-04-09,completed,web
4534,347,2025-06-18,cancelled,web
2518,393,2024-10-12,completed,web
5992,155,2024-12-22,completed,store
5605,472,2025-06-01,returned,web
4829,317,2024-08-30,completed,mobile
2377,335,2024-12-02,completed,mobile
1387,343,2024-10-13,completed,web
1926,270,2024-10-24,completed,web
1808,16,2026-05-15,returned,web
5700,445,2025-08-21,completed,mobile
3222,270,2025-12-31,returned,mobile
2455,188,2025-09-06,completed,store
5072,199,2024-01-27,returned,mobile
4168,346,2025-01-04,completed,store
3032,60,2025-12-31,completed,web
4838,466,2026-01-31,completed,web
2795,491,2025-03-17,completed,store
4817,394,2025-12-22,completed,web
5731,38,2025-08-12,completed,mobile
4253,,2025-12-21,completed,web
3795,498,2025-07-19,shipped,web
2997,352,2025-08-21,completed,store
4806,323,2024-08-01,returned,mobile
4381,233,2026-01-18,completed,partner
3642,405,2025-12-17,completed,web
4315,453,2024-11-28,completed,web
1359,166,2025-10-13,completed,web
1279,496,2024-01-26,cancelled,partner
3932,431,2024-05-22,completed,mobile
5171,134,2026-04-22,completed,store
4997,322,2026-04-21,completed,web
4119,318,2025-08-24,completed,store
2743,420,2025-12-15,cancelled,mobile
5518,297,2025-11-27,returned,web
5147,187,2026-05-13,completed,web
4235,252,2024-06-09,cancelled,web
4079,96,2026-01-24,completed,mobile
5603,98,2025-04-16,completed,partner
2172,79,2025-12-08,cancelled,web
1857,240,2025-06-02,completed,mobile
3039,341,2025-01-22,cancelled,store
3635,147,2026-01-05,cancelled,mobile
4717,86,2024-11-08,completed,store
5257,56,2025-05-10,completed,web
3986,241,2026-03-26,completed,store
2639,422,2024-02-16,completed,mobile
1553,150,2025-04-05,returned,mobile
4539,382,2026-03-07,completed,web
3662,403,2026-03-09,completed,web
5408,11,2024-09-19,completed,web
4287,366,2024-12-25,cancelled,store
1705,73,2025-10-09,completed,web
5033,,2025-03-19,completed,mobile
4152,77,2024-12-06,shipped,store
5322,459,2026-04-11,completed,web
5840,441,2024-02-08,shipped,store
1914,489,2026-03-22,completed,mobile
4412,71,2025-10-16,completed,store
5937,448,2024-01-24,returned,web
5775,439,2024-05-21,completed,web
2781,470,2024-08-17,cancelled,mobile
4303,312,2024-03-11,completed,web
3323,60,2025-03-27,cancelled,mobile
1190,8,2024-11-15,completed,web
4770,426,2024-03-22,completed,web
4083,499,2024-12-16,shipped,web
2590,272,2024-08-26,cancelled,web
5189,34,2025-06-09,returned,mobile
3139,126,2024-12-02,shipped,mobile
3467,226,2025-08-26,cancelled,store
1082,475,2024-10-13,completed,web
1695,123,2025-07-21,completed,mobile
5513,59,2026-01-13,returned,mobile
4034,442,2025-11-14,cancelled,mobile
2689,287,2026-03-30,completed,mobile
1633,271,2024-02-24,completed,store
2181,386,2025-02-24,completed,web
5726,403,2026-05-07,completed,mobile
3665,424,2024-05-12,shipped,store
2713,206,2025-05-23,completed,web
2643,16,2024-12-27,completed,store
5115,178,2024-08-16,returned,web
5929,11,2025-06-28,completed,mobile
4818,442,2026-03-10,completed,mobile
3327,157,2025-12-29,completed,mobile
5984,102,2026-05-20,returned,store
3806,116,2024-10-31,completed,web
4888,212,2024-10-06,completed,mobile
2381,454,2025-02-08,completed,web
4525,113,2025-11-04,completed,web
2959,340,2024-10-18,completed,mobile
1061,499,2026-02-04,completed,mobile
2954,463,2024-03-14,completed,mobile
1589,431,2025-09-12,completed,web
3250,119,2025-06-16,completed,store
5966,66,2025-01-13,returned,web
4566,439,2026-01-21,returned,web
5681,279,2024-09-02,shipped,mobile
4668,448,2024-11-29,completed,store
2571,13,2024-07-01,returned,mobile
4230,99,2025-01-20,completed,web
2513,51,2024-04-17,completed,mobile
5631,405,2024-01-05,completed,mobile
1154,377,2024-10-07,completed,mobile
5219,432,2025-08-03,cancelled,store
2773,83,2024-07-27,completed,mobile
5070,28,2024-10-07,cancelled,web
2706,309,2025-10-08,completed,web
3482,438,2026-03-05,shipped,store
2944,49,2025-08-04,shipped,web
5378,201,2024-02-05,returned,store
2562,331,2025-04-09,returned,store
1283,414,2025-12-02,completed,web
1594,365,2025-05-27,completed,web
1377,191,2025-11-24,returned,web
1404,377,2025-08-13,cancelled,store
4062,189,2025-04-09,completed,web
5886,76,2025-10-21,completed,web
5589,187,2024-01-27,completed,web
4411,164,2025-12-04,returned,web
2917,179,2024-06-26,returned,partner
3931,328,2025-06-19,returned,partner
2195,470,2026-02-12,completed,mobile
5652,110,2024-01-27,completed,mobile
5812,117,2026-03-06,completed,web
3142,4,2024-02-19,completed,web
4150,414,2025-05-01,shipped,mobile
2236,497,2024-06-17,shipped,web
5429,310,2024-01-18,completed,web
3582,204,2024-08-20,completed,web
2820,370,2025-11-19,shipped,web
5619,114,2024-02-18,completed,store
2183,220,2024-05-13,completed,web
1192,336,2025-09-02,cancelled,web
1797,207,2024-01-28,completed,web
5170,151,2024-04-02,completed,store
2625,100,2024-02-24,completed,web
4074,298,2025-03-09,completed,store
3872,375,2025-10-17,completed,mobile
1157,476,2024-09-21,shipped,store
1347,421,2026-02-18,returned,mobile
4724,491,2026-03-19,completed,web
5008,293,2024-12-08,shipped,mobile
5443,146,2025-04-24,cancelled,mobile
4847,367,2024-04-06,completed,web
2003,389,2024-06-03,returned,mobile
1314,457,2025-07-06,cancelled,store
3302,311,2024-07-29,completed,web
1402,104,2025-01-03,cancelled,mobile
3456,354,2025-12-27,completed,mobile
1217,468,2024-04-16,completed,store
4248,61,,shipped,mobile
4475,444,2025-12-30,cancelled,web
3697,167,2025-07-16,cancelled,store
2463,499,2025-02-27,returned,store
1864,217,2024-11-29,completed,mobile
1990,122,2025-04-29,completed,mobile
4876,383,2025-04-15,shipped,store
4495,440,2024-06-11,returned,web
1443,380,2025-02-02,returned,web
2283,431,2026-03-14,shipped,mobile
1287,59,2026-04-21,completed,web
3956,156,2024-05-16,returned,mobile
3772,294,2024-09-03,completed,mobile
4002,318,2024-11-08,returned,web
1393,326,2024-12-17,completed,web
3010,330,2024-03-23,returned,mobile
4220,369,2025-11-17,completed,web
1759,454,2025-12-27,cancelled,store
2721,287,2024-04-23,cancelled,mobile
2765,132,2025-02-22,completed,mobile
1696,166,2024-04-19,returned,store
5656,,2026-03-07,completed,web
4064,17,2024-05-13,completed,web
3161,476,2025-05-02,completed,web
2350,459,2024-08-15,completed,web
1420,287,2025-07-06,completed,store
1610,33,2026-04-08,cancelled,web
5827,433,2025-12-09,returned,mobile
4158,164,2025-07-05,cancelled,partner
4892,427,2026-02-24,completed,web
5668,456,2026-04-25,completed,mobile
4221,378,2024-08-03,cancelled,mobile
5723,383,2026-04-03,completed,web
4267,1,2026-02-18,cancelled,mobile
2880,452,2025-03-02,completed,web
4030,152,2026-01-13,completed,mobile
2600,102,2025-02-13,completed,mobile
1562,208,2025-07-14,completed,store
4540,35,2025-08-03,completed,web
4285,477,2024-09-03,completed,web
5553,54,2024-07-18,completed,web
2149,313,2024-11-25,shipped,mobile
1124,482,2024-04-28,completed,mobile
4848,174,2025-09-09,completed,store
3088,221,2024-11-17,completed,partner
5883,277,2026-03-05,returned,web
1889,94,2025-09-08,completed,web
1526,339,2024-07-26,completed,web
5928,323,2024-11-22,completed,mobile
5173,398,2025-11-11,completed,web
1670,424,2024-09-18,returned,mobile
4781,27,2025-11-12,completed,web
1584,177,2024-06-08,returned,mobile
2307,178,2025-05-14,shipped,mobile
4583,463,2024-10-15,shipped,web
5236,61,2024-07-28,cancelled,mobile
2723,428,2026-02-22,completed,web
4262,349,2025-08-28,completed,web
2333,129,2024-06-14,completed,mobile
1132,307,2024-02-05,cancelled,mobile
3670,47,2024-10-03,completed,web
2804,23,2026-01-09,returned,web
2580,466,2025-02-06,completed,mobile
1781,229,2024-05-22,returned,mobile
4615,88,2025-01-21,completed,web
5978,121,2026-05-12,completed,web
4578,272,2026-04-24,completed,mobile
2523,82,2024-03-24,completed,store
3605,446,2026-05-05,shipped,store
2740,470,2024-09-13,cancelled,web
4049,172,2026-01-08,completed,mobile
2514,328,2024-08-16,completed,mobile
2109,380,2024-09-01,completed,web
3111,28,2026-01-27,completed,mobile
3581,485,2024-05-23,returned,web
4938,45,2025-06-24,completed,web
5539,125,2026-03-11,returned,mobile
5004,350,2025-02-14,cancelled,mobile
3550,40,2024-08-24,completed,store
5367,235,2025-04-29,shipped,web
4057,278,2025-09-02,completed,mobile
1705,73,2025-10-09,completed,web
5388,16,2025-10-14,completed,web
3676,17,2026-02-14,returned,web
3113,459,2024-06-28,cancelled,mobile
5722,284,2024-05-26,completed,web
4820,15,2024-05-27,shipped,web
4515,87,2024-02-04,completed,web
1303,455,2024-12-04,completed,web
4297,371,2026-05-28,completed,web
2940,490,2025-05-09,returned,mobile
4227,206,2025-06-10,shipped,web
2302,449,2025-09-05,completed,web
3957,152,2025-02-04,completed,web
1830,54,2025-03-26,returned,web
2028,500,2026-01-13,completed,mobile
1189,412,2024-01-05,returned,store
1997,223,2025-05-09,completed,web
5917,385,2025-03-15,cancelled,mobile
5550,350,2025-10-29,completed,web
4625,297,2026-05-07,returned,web
1998,356,2026-03-23,completed,mobile
3813,209,2024-01-24,returned,web
2214,480,2024-06-26,completed,mobile
5963,349,2024-04-12,completed,partner
2512,413,2026-03-20,completed,store
2808,88,2025-06-15,completed,mobile
2169,51,2025-07-25,completed,mobile
3541,466,2024-04-19,completed,web
2926,170,2024-10-29,completed,store
4163,172,2026-04-04,completed,store
3469,380,2026-05-31,completed,partner
2668,330,2025-12-02,shipped,mobile
3040,11,2025-05-10,completed,web
1949,348,2026-05-07,completed,web
1524,458,2024-06-05,completed,web
2480,400,2025-04-10,cancelled,store
3368,264,2024-01-17,completed,mobile
1754,439,2025-07-28,shipped,partner
4925,340,2024-03-29,completed,store
2733,214,2025-03-24,completed,store
3112,377,2024-07-29,shipped,mobile
3156,257,2025-06-27,cancelled,web
5467,357,2024-05-15,completed,mobile
1869,459,2025-03-22,completed,mobile
5307,357,2024-05-03,completed,web
5161,33,2025-10-14,completed,mobile
5483,494,2024-04-26,completed,store
1032,453,2025-03-01,completed,store
3087,249,2026-03-01,shipped,web
3466,427,2024-11-03,completed,mobile
1618,307,2026-03-26,completed,web
5688,335,2024-09-03,completed,mobile
2687,408,2025-07-13,completed,mobile
4832,69,2024-05-19,completed,mobile
1165,216,2026-05-13,completed,mobile
1106,436,2026-04-08,returned,web
3321,238,2026-02-12,completed,web
2638,429,2025-04-30,cancelled,web
3192,153,2025-04-01,completed,web
4767,391,2024-01-22,shipped,store
1364,224,2025-11-03,cancelled,web
2712,437,2024-07-08,returned,store
5728,301,2024-04-16,completed,store
4046,408,2025-04-16,completed,mobile
2360,153,2025-03-14,cancelled,store
5341,263,2024-03-31,cancelled,web
3919,131,2026-03-14,shipped,store
3207,31,2024-01-27,cancelled,web
5801,134,2024-04-25,completed,mobile
1901,147,2024-09-16,cancelled,mobile
4712,180,2025-11-05,completed,web
4031,196,2024-09-28,shipped,mobile
5887,281,2024-06-22,completed,mobile
3382,184,2025-05-15,cancelled,mobile
5042,41,2024-06-19,cancelled,store
2301,299,2024-05-29,shipped,store
2928,168,2025-10-08,returned,web
3236,225,,returned,mobile
3401,3,2025-08-05,completed,mobile
1355,149,2024-09-16,completed,mobile
4868,,2024-08-01,shipped,web
3257,357,2026-02-04,cancelled,mobile
3419,486,2024-07-08,completed,web
5469,365,2025-12-24,cancelled,store
4576,183,2026-01-09,completed,web
5365,449,2024-12-09,returned,web
1467,259,2025-11-02,cancelled,web
3007,168,2024-12-08,shipped,mobile
2342,190,2025-10-27,completed,mobile
3285,160,2024-12-09,returned,store
5255,216,2024-07-02,completed,web
3705,371,2025-11-29,cancelled,web
1353,110,2025-09-18,completed,store
5830,90,2024-12-24,shipped,mobile
3484,482,2025-05-20,completed,store
1987,269,2024-02-07,cancelled,mobile
2053,395,2024-02-16,returned,mobile
2317,238,2024-12-30,cancelled,web
2615,211,2025-11-17,completed,mobile
2711,1,2025-01-03,shipped,mobile
2037,115,2024-08-07,completed,web
2672,40,2025-08-02,completed,web
4532,362,2024-12-02,cancelled,mobile
3284,63,2024-06-05,completed,mobile
2990,165,2026-04-26,completed,store
3248,109,2026-04-17,cancelled,web
1407,445,2024-05-28,completed,store
2139,422,2024-12-12,completed,web
2248,461,2025-08-02,completed,web
5676,361,2025-10-18,cancelled,store
2873,181,2025-03-10,cancelled,web
2857,187,2025-04-27,completed,web
3865,28,2025-04-12,completed,mobile
5420,302,2025-07-22,completed,web
5377,91,2026-03-19,completed,web
1017,314,2025-01-26,shipped,partner
1989,134,2025-08-13,completed,mobile
1101,244,2025-03-23,returned,mobile
1954,350,2025-09-08,completed,web
1365,343,2025-06-12,returned,web
2199,198,2024-05-19,completed,store
1054,419,2025-05-20,shipped,partner
5982,79,2025-05-10,completed,partner
3687,366,2026-05-05,returned,web
3660,285,2026-03-24,shipped,store
1957,302,2024-05-03,completed,mobile
4595,15,2024-04-25,completed,web
5856,453,2024-12-12,completed,web
4825,98,2025-06-30,returned,web
1058,383,2024-11-10,completed,web
1609,434,2024-12-30,completed,web
4224,272,2024-09-03,returned,store
1885,16,2024-11-13,completed,mobile
3124,140,2024-06-10,completed,web
2922,341,2025-04-16,completed,store
5965,330,2024-12-18,completed,store
3589,451,2024-03-02,completed,mobile
4794,134,2024-05-17,cancelled,web
2009,,2025-03-01,shipped,partner
4147,42,2024-04-01,completed,web
4029,253,2026-02-09,completed,web
3769,268,2024-08-23,shipped,store
5363,77,2024-11-01,shipped,mobile
2312,353,2026-04-04,completed,store
3561,411,2024-04-04,returned,web
1048,413,2025-11-02,completed,web
3177,232,2024-02-28,returned,web
2205,58,2025-03-28,returned,web
4465,475,2025-06-03,completed,web
3959,400,2024-12-01,completed,mobile
4713,48,2026-03-08,cancelled,web
1116,52,2025-07-14,completed,web
5298,62,2025-03-07,cancelled,mobile
4171,222,2025-02-08,completed,mobile
2428,256,2024-09-27,shipped,web
5184,436,2024-02-23,completed,mobile
3389,143,2024-11-17,returned,mobile
2230,448,2024-09-05,completed,mobile
3387,,2024-09-09,completed,store
2509,179,2026-05-27,returned,store
5462,350,2026-04-06,cancelled,web
5311,110,2024-08-24,completed,mobile
4434,415,2024-07-19,completed,web
3226,367,2024-01-07,returned,web
2386,377,2025-05-05,returned,web
3771,137,2024-02-24,cancelled,web
3875,216,2025-09-08,completed,store
5592,257,2024-08-17,returned,mobile
4061,79,2025-12-12,cancelled,mobile
2569,328,2025-05-13,returned,web
3152,493,2025-04-08,completed,mobile
2291,161,2024-03-07,returned,web
1620,69,2025-07-15,completed,mobile
4982,6,2025-03-06,completed,partner
2489,3,2024-11-12,completed,mobile
2693,78,2024-06-11,completed,mobile
4207,230,2026-01-18,cancelled,store
4506,190,2024-12-02,completed,web
1390,287,2025-06-14,completed,web
2119,98,2024-04-15,completed,store
4803,363,2024-09-29,completed,web
2005,410,2025-09-16,completed,mobile
1412,274,2024-07-07,completed,web
4234,121,2025-10-23,returned,mobile
2677,343,2026-01-27,shipped,web
5431,176,2025-06-29,completed,mobile
5587,350,2024-08-17,completed,web
5458,30,2025-02-24,completed,mobile
2476,45,2024-05-23,shipped,mobile
5597,36,2025-12-29,completed,mobile
2732,250,2025-12-13,completed,mobile
1586,282,2026-01-12,returned,web
1070,71,2024-04-03,shipped,web
5018,123,2024-06-28,returned,web
5524,500,2026-05-21,completed,mobile
5450,307,2025-07-09,returned,store
4809,55,2025-05-01,completed,web
4885,303,2026-04-04,returned,web
2194,386,2025-05-20,completed,partner
5525,405,2026-04-08,completed,web
3794,384,2025-01-09,completed,web
5345,297,2024-08-03,cancelled,mobile
3415,95,2025-10-04,shipped,store
5674,279,2025-11-02,completed,web
5073,189,2024-01-28,completed,mobile
1625,493,2025-02-19,completed,store
3922,374,2024-08-22,cancelled,partner
5644,156,2025-01-07,completed,mobile
4786,468,2025-07-11,returned,mobile
1993,354,2024-12-13,returned,store
1434,459,2025-07-01,completed,web
3750,192,2026-04-16,completed,mobile
5900,469,2025-07-28,cancelled,web
1447,396,2024-10-09,cancelled,web
4047,393,2025-09-12,shipped,partner
3494,108,2024-02-10,completed,web
1120,243,2025-11-07,completed,web
3367,252,2025-11-08,completed,web
1424,19,2026-04-14,shipped,web
4904,93,2026-01-22,returned,mobile
4919,178,2026-05-14,completed,store
3901,92,2024-02-18,completed,mobile
1229,76,2024-03-31,cancelled,mobile
5920,39,2024-12-27,returned,mobile
1643,95,2025-08-14,cancelled,store
2165,370,2026-02-18,completed,mobile
5024,96,2024-07-02,completed,web
2974,263,2024-02-07,cancelled,store
4010,36,2024-09-03,shipped,web
4422,376,2026-01-09,shipped,store
2892,387,2024-01-01,completed,web
4265,495,2025-04-10,returned,mobile
5442,475,2025-01-15,completed,mobile
3438,80,2026-04-30,completed,mobile
1978,227,2026-04-03,completed,web
3209,322,2024-09-06,completed,store
4294,129,2024-03-29,cancelled,mobile
1421,70,2025-07-31,completed,mobile
5624,144,2024-12-03,completed,mobile
1815,148,2024-12-22,completed,store
5192,322,2026-05-02,completed,mobile
1561,115,2025-04-09,completed,mobile
2454,17,2024-03-27,completed,store
3208,208,2024-08-19,completed,store
1979,121,2026-04-15,completed,store
